date,Visits
01-07-2015,1195.856567
02-07-2015,1204.003638
03-07-2015,1133.675969
04-07-2015,1170.437324
05-07-2015,1217.7693
06-07-2015,1290.27319
07-07-2015,1239.136754
08-07-2015,1193.092122
09-07-2015,1197.991772
10-07-2015,1189.651197
11-07-2015,1166.807553
12-07-2015,1296.184431
13-07-2015,1300.250971
14-07-2015,1297.203918
15-07-2015,1216.332298
16-07-2015,1229.480756
17-07-2015,1211.808447
18-07-2015,1168.70482
19-07-2015,1221.031628
20-07-2015,1258.79142
21-07-2015,1197.782429
22-07-2015,1191.663854
23-07-2015,1148.396296
24-07-2015,1086.95642
25-07-2015,1067.564045
26-07-2015,1148.721873
27-07-2015,1184.4078
28-07-2015,1164.048076
29-07-2015,1285.768224
30-07-2015,1089.086897
31-07-2015,1050.592501
01-08-2015,1014.091156
02-08-2015,1111.009408
03-08-2015,1097.332205
04-08-2015,1207.094247
05-08-2015,1198.681705
06-08-2015,1207.119063
07-08-2015,1206.981742
08-08-2015,1157.05486
09-08-2015,1210.719961
10-08-2015,1193.675885
11-08-2015,1215.902799
12-08-2015,1226.191986
13-08-2015,1220.432348
14-08-2015,1194.429999
15-08-2015,1184.597226
16-08-2015,1257.643027
17-08-2015,1275.64089
18-08-2015,1255.120706
19-08-2015,1200.216551
20-08-2015,1163.387712
21-08-2015,1150.53111
22-08-2015,1143.951146
23-08-2015,1295.860352
24-08-2015,1302.571443
25-08-2015,1301.473191
26-08-2015,1227.897737
27-08-2015,1239.481715
28-08-2015,1186.292897
29-08-2015,1153.593109
30-08-2015,1251.327889
31-08-2015,1318.111758
01-09-2015,1242.868726
02-09-2015,1255.282429
03-09-2015,1244.527013
04-09-2015,1189.188281
05-09-2015,1193.936105
06-09-2015,1283.711461
07-09-2015,1333.767092
08-09-2015,1303.22455
09-09-2015,1283.277013
10-09-2015,1236.854329
11-09-2015,1236.445192
12-09-2015,1189.686175
13-09-2015,1333.570402
14-09-2015,1307.933347
15-09-2015,1254.303558
16-09-2015,1240.118642
17-09-2015,1286.503481
18-09-2015,1220.331163
19-09-2015,1183.781531
20-09-2015,1321.324184
21-09-2015,1392.861983
22-09-2015,1332.189247
23-09-2015,1385.315244
24-09-2015,1270.503
25-09-2015,1218.821548
26-09-2015,1185.720182
27-09-2015,1306.474186
28-09-2015,1372.171566
29-09-2015,1283.426254
30-09-2015,1299.424868
01-10-2015,1254.711957
02-10-2015,1223.189608
03-10-2015,1251.464599
04-10-2015,1353.269645
05-10-2015,1337.830806
06-10-2015,1286.216623
07-10-2015,1305.509042
08-10-2015,1302.848718
09-10-2015,1283.243896
10-10-2015,1279.951318
11-10-2015,1374.067954
12-10-2015,1418.033257
13-10-2015,1394.68055
14-10-2015,1418.998748
15-10-2015,1348.265813
16-10-2015,1219.557495
17-10-2015,1216.284753
18-10-2015,1331.093419
19-10-2015,1374.388995
20-10-2015,1377.660769
21-10-2015,1379.029559
22-10-2015,1339.518111
23-10-2015,1278.360183
24-10-2015,1242.426782
25-10-2015,1358.224268
26-10-2015,1387.87338
27-10-2015,1390.346115
28-10-2015,1357.307366
29-10-2015,1303.77892
30-10-2015,1255.615105
31-10-2015,1211.658832
01-11-2015,1291.498863
02-11-2015,1399.454186
03-11-2015,1342.333251
04-11-2015,1338.332751
05-11-2015,1338.913872
06-11-2015,1262.442193
07-11-2015,1240.942199
08-11-2015,1358.08106
09-11-2015,1387.701479
10-11-2015,1357.370683
11-11-2015,1349.724503
12-11-2015,1316.08211
13-11-2015,1251.826211
14-11-2015,1269.994719
15-11-2015,1397.877363
16-11-2015,1407.342542
17-11-2015,1415.558638
18-11-2015,1364.573669
19-11-2015,1331.071604
20-11-2015,1274.278177
21-11-2015,1318.937147
22-11-2015,1428.218133
23-11-2015,1440.964154
24-11-2015,1401.914653
25-11-2015,1370.900642
26-11-2015,1305.351573
27-11-2015,1272.831591
28-11-2015,1297.543315
29-11-2015,1387.685277
30-11-2015,1425.552044
01-12-2015,1339.717291
02-12-2015,1326.592844
03-12-2015,1315.87399
04-12-2015,1275.036104
05-12-2015,1247.58794
06-12-2015,1364.995753
07-12-2015,1441.04343
08-12-2015,1342.827273
09-12-2015,1308.018326
10-12-2015,1273.884798
11-12-2015,1251.245875
12-12-2015,1236.81657
13-12-2015,1360.868489
14-12-2015,1375.096723
15-12-2015,1291.202177
16-12-2015,1290.464647
17-12-2015,1275.154504
18-12-2015,1263.554878
19-12-2015,1244.051992
20-12-2015,1333.036082
21-12-2015,1337.844647
22-12-2015,1265.847806
23-12-2015,1270.845816
24-12-2015,1194.736898
25-12-2015,1236.512953
26-12-2015,1392.072366
27-12-2015,1372.878254
28-12-2015,1364.949632
29-12-2015,1340.214861
30-12-2015,1284.031642
31-12-2015,1274.896169
01-01-2016,1393.188637
02-01-2016,1484.646024
03-01-2016,1530.382883
04-01-2016,1519.64747
05-01-2016,1428.910853
06-01-2016,1433.925881
07-01-2016,1414.898546
08-01-2016,1414.724898
09-01-2016,1460.000053
10-01-2016,1574.412501
11-01-2016,1984.018622
12-01-2016,1632.533926
13-01-2016,1486.386792
14-01-2016,1587.373495
15-01-2016,1515.018465
16-01-2016,1503.10338
17-01-2016,1584.116236
18-01-2016,1580.876944
19-01-2016,1556.583287
20-01-2016,1484.482788
21-01-2016,1466.316544
22-01-2016,1493.830786
23-01-2016,1430.165328
24-01-2016,1542.444743
25-01-2016,1593.233359
26-01-2016,1498.833525
27-01-2016,1493.54716
28-01-2016,1411.137674
29-01-2016,1394.953486
30-01-2016,1411.197083
31-01-2016,1571.764295
01-02-2016,1583.503381
02-02-2016,1625.948254
03-02-2016,1611.790932
04-02-2016,1484.364265
05-02-2016,1466.918038
06-02-2016,1381.615916
07-02-2016,1540.491409
08-02-2016,1710.343909
09-02-2016,1517.270708
10-02-2016,1546.603853
11-02-2016,1454.194277
12-02-2016,1462.155465
13-02-2016,1449.08523
14-02-2016,1594.217157
15-02-2016,1564.047309
16-02-2016,1588.814171
17-02-2016,1519.345869
18-02-2016,1446.203053
19-02-2016,1382.223976
20-02-2016,1392.980079
21-02-2016,1511.802558
22-02-2016,1565.278075
23-02-2016,1471.557108
24-02-2016,1483.370336
25-02-2016,1461.161897
26-02-2016,1390.671601
27-02-2016,1367.970358
28-02-2016,1533.055653
29-02-2016,1875.228639
01-03-2016,1507.861872
02-03-2016,1504.160883
03-03-2016,1476.540665
04-03-2016,1440.152613
05-03-2016,1477.88751
06-03-2016,1619.96452
07-03-2016,1596.921739
08-03-2016,1512.760227
09-03-2016,1493.089834
10-03-2016,1375.020034
11-03-2016,1366.895213
12-03-2016,1297.027089
13-03-2016,1384.933189
14-03-2016,1453.600632
15-03-2016,1389.971182
16-03-2016,1434.013381
17-03-2016,1350.177982
18-03-2016,1284.289037
19-03-2016,1245.954076
20-03-2016,1334.760039
21-03-2016,1343.333239
22-03-2016,1301.612451
23-03-2016,1306.65971
24-03-2016,1266.031612
25-03-2016,1314.163692
26-03-2016,1274.131031
27-03-2016,1376.956739
28-03-2016,1444.544296
29-03-2016,1384.846304
30-03-2016,1325.384502
31-03-2016,1283.622637
01-04-2016,1271.469965
02-04-2016,1382.585507
03-04-2016,1522.403733
04-04-2016,1568.979345
05-04-2016,1506.406823
06-04-2016,1509.500415
07-04-2016,1380.280565
08-04-2016,1322.048187
09-04-2016,1315.605843
10-04-2016,1445.134963
11-04-2016,1431.51523
12-04-2016,1386.946335
13-04-2016,1371.421825
14-04-2016,1376.12231
15-04-2016,1351.361924
16-04-2016,1302.329801
17-04-2016,1426.005242
18-04-2016,1446.865404
19-04-2016,1451.585558
20-04-2016,1437.357191
21-04-2016,1552.853672
22-04-2016,1487.783326
23-04-2016,1391.190579
24-04-2016,1530.200794
25-04-2016,1486.884095
26-04-2016,1393.451752
27-04-2016,1346.52911
28-04-2016,1334.910804
29-04-2016,1277.000457
30-04-2016,1268.822386
01-05-2016,1372.221014
02-05-2016,1421.66169
03-05-2016,1427.135554
04-05-2016,1409.949272
05-05-2016,1350.84757
06-05-2016,1346.358133
07-05-2016,1306.892109
08-05-2016,1387.945722
09-05-2016,1448.312087
10-05-2016,1403.72056
11-05-2016,1347.27883
12-05-2016,1352.713961
13-05-2016,1284.115039
14-05-2016,1326.608495
15-05-2016,1449.689114
16-05-2016,1460.264248
17-05-2016,1383.479008
18-05-2016,1363.602331
19-05-2016,1340.346832
20-05-2016,1259.545376
21-05-2016,1308.051124
22-05-2016,1375.353
23-05-2016,1426.102351
24-05-2016,1345.099099
25-05-2016,1318.305682
26-05-2016,1297.11307
27-05-2016,1240.615765
28-05-2016,1265.123199
29-05-2016,1355.329254
30-05-2016,1376.693413
31-05-2016,1316.480707
01-06-2016,1303.452762
02-06-2016,1288.986156
03-06-2016,1245.082057
04-06-2016,1348.816073
05-06-2016,1443.845224
06-06-2016,1440.125674
07-06-2016,1364.229218
08-06-2016,1359.405282
09-06-2016,1330.787954
10-06-2016,1332.293409
11-06-2016,1380.89515
12-06-2016,1533.956444
13-06-2016,1535.941546
14-06-2016,1485.851144
15-06-2016,1393.550726
16-06-2016,1360.875284
17-06-2016,1297.504973
18-06-2016,1267.990415
19-06-2016,1413.685641
20-06-2016,1501.621159
21-06-2016,1366.857139
22-06-2016,1393.894965
23-06-2016,1309.847351
24-06-2016,1345.639834
25-06-2016,1307.356412
26-06-2016,1412.252176
27-06-2016,1465.602743
28-06-2016,1374.820467
29-06-2016,1310.851775
30-06-2016,1350.308841
01-07-2016,1290.335407
02-07-2016,1330.94281
03-07-2016,1373.357326
04-07-2016,1367.907899
05-07-2016,1375.269111
06-07-2016,1489.49467
07-07-2016,1371.489237
08-07-2016,1245.663835
09-07-2016,1263.449348
10-07-2016,1482.804098
11-07-2016,1487.305832
12-07-2016,1347.261438
13-07-2016,1310.574472
14-07-2016,1278.041104
15-07-2016,1246.84066
16-07-2016,1249.394105
17-07-2016,1335.435043
18-07-2016,1360.021957
19-07-2016,1343.039209
20-07-2016,1561.176722
21-07-2016,1820.844399
22-07-2016,1990.606519
23-07-2016,1970.823462
24-07-2016,2150.465579
25-07-2016,2233.685542
26-07-2016,2230.959181
27-07-2016,2182.907348
28-07-2016,2152.181164
29-07-2016,2081.780143
30-07-2016,1994.864349
31-07-2016,2152.132863
01-08-2016,2200.68691
02-08-2016,2146.367251
03-08-2016,1969.978694
04-08-2016,1853.28514
05-08-2016,1848.542643
06-08-2016,1913.543523
07-08-2016,1986.485134
08-08-2016,2169.872416
09-08-2016,2115.805621
10-08-2016,2206.60055
11-08-2016,2145.72903
12-08-2016,2172.227026
13-08-2016,2099.253863
14-08-2016,2199.267491
15-08-2016,2289.93262
16-08-2016,2088.987844
17-08-2016,1434.556816
18-08-2016,1420.758157
19-08-2016,1388.521911
20-08-2016,1381.481731
21-08-2016,1533.653435
22-08-2016,1486.045354
23-08-2016,1449.104025
24-08-2016,1390.627176
25-08-2016,1356.313528
26-08-2016,1305.533917
27-08-2016,1335.40279
28-08-2016,1496.355171
29-08-2016,1611.985227
30-08-2016,1671.290077
31-08-2016,1662.617585
01-09-2016,1651.570331
02-09-2016,1646.023349
03-09-2016,1672.250635
04-09-2016,1779.603062
05-09-2016,1649.867363
06-09-2016,1566.428417
07-09-2016,1456.727622
08-09-2016,1363.361022
09-09-2016,1313.274434
10-09-2016,1372.536112
11-09-2016,1497.236074
12-09-2016,1451.291767
13-09-2016,1487.469463
14-09-2016,1459.736921
15-09-2016,1454.575604
16-09-2016,1302.737227
17-09-2016,1335.658409
18-09-2016,1466.785056
19-09-2016,1531.069712
20-09-2016,1398.253746
21-09-2016,1426.37777
22-09-2016,1412.079005
23-09-2016,1358.139593
24-09-2016,1314.132128
25-09-2016,1443.174317
26-09-2016,1475.678637
27-09-2016,1472.014139
28-09-2016,1438.976725
29-09-2016,1398.00212
30-09-2016,1318.267972
01-10-2016,1373.761305
02-10-2016,1484.877922
03-10-2016,1562.685359
04-10-2016,1505.520718
05-10-2016,1593.353967
06-10-2016,1595.481549
07-10-2016,1325.249667
08-10-2016,1390.369362
09-10-2016,1535.282067
10-10-2016,1542.825997
11-10-2016,1403.727102
12-10-2016,1408.736832
13-10-2016,1421.955624
14-10-2016,1364.800637
15-10-2016,1389.001012
16-10-2016,1546.703507
17-10-2016,1522.867649
18-10-2016,1452.812681
19-10-2016,1440.847276
20-10-2016,1441.90058
21-10-2016,1364.252108
22-10-2016,1342.531619
23-10-2016,1469.254107
24-10-2016,1511.288679
25-10-2016,1443.930784
26-10-2016,1381.143449
27-10-2016,1379.630739
28-10-2016,1296.878674
29-10-2016,1295.875923
30-10-2016,1427.418304
31-10-2016,1459.828606
01-11-2016,1414.451961
02-11-2016,1429.811874
03-11-2016,1464.348489
04-11-2016,1393.483703
05-11-2016,1428.685855
06-11-2016,1571.925233
07-11-2016,1561.03845
08-11-2016,1591.314742
09-11-2016,2156.054809
10-11-2016,1730.763833
11-11-2016,1620.33561
12-11-2016,1536.471757
13-11-2016,1679.630589
14-11-2016,1701.941831
15-11-2016,1564.172228
16-11-2016,1520.673959
17-11-2016,1463.751937
18-11-2016,1396.544145
19-11-2016,1399.170412
20-11-2016,1482.018739
21-11-2016,1529.844585
22-11-2016,1526.723944
23-11-2016,1444.043898
24-11-2016,1373.814638
25-11-2016,1326.709107
26-11-2016,1472.107224
27-11-2016,1583.903133
28-11-2016,1460.719082
29-11-2016,1533.142157
30-11-2016,1400.355717
01-12-2016,1389.007191
02-12-2016,1349.266773
03-12-2016,1440.036531
04-12-2016,1525.511597
05-12-2016,1513.758528
06-12-2016,1495.34192
07-12-2016,1444.830664
08-12-2016,1416.289162
09-12-2016,1369.501143
10-12-2016,1360.451215
11-12-2016,1439.703425
12-12-2016,1457.877654
13-12-2016,1393.217357
14-12-2016,1456.495662
15-12-2016,1338.356251
16-12-2016,1265.57185
17-12-2016,1280.523597
18-12-2016,1474.682207
19-12-2016,1561.789931
20-12-2016,1501.701358
21-12-2016,1418.06307
22-12-2016,1394.095503
23-12-2016,1377.481718
24-12-2016,1393.099208
25-12-2016,1523.739922
26-12-2016,1679.606554
27-12-2016,1678.30187
28-12-2016,1633.965605
29-12-2016,1684.307717
30-12-2016,1467.943378
31-12-2016,1478.282137
